country,date,sector,MtCO2_per_day
Russia,2022-05-02,Industry,0.837299
Russia,2022-05-02,International Aviation,0.00892201
Russia,2022-05-02,Power,2.76457
Russia,2022-05-02,Residential,0.880386
United Kingdom,2022-05-02,Ground Transport,0.328628
United Kingdom,2022-05-02,Industry,0.096715
United Kingdom,2022-05-02,International Aviation,0.0242229
United Kingdom,2022-05-02,Power,0.0769974
United Kingdom,2022-05-02,Residential,0.330252
United States,2022-05-02,Domestic Aviation,0.387349
United States,2022-05-02,Ground Transport,4.38174
United States,2022-05-02,Industry,2.88294
United States,2022-05-02,International Aviation,0.17133
United States,2022-05-02,Power,4.54795
United States,2022-05-02,Residential,3.84402
China,2022-05-02,Ground Transport,2.063
Japan,2022-05-02,Industry,0.708685
Japan,2022-05-02,Ground Transport,0.469498
United Kingdom,2022-05-02,Domestic Aviation,0.00305347
India,2022-05-02,Residential,1.8406
Japan,2022-05-02,Domestic Aviation,0.0164132
China,2022-05-02,International Aviation,0.0166185
China,2022-05-02,Power,11.213
China,2022-05-02,Residential,4.07783
France,2022-05-02,Domestic Aviation,0.0055785
France,2022-05-02,Ground Transport,0.325754
France,2022-05-02,International Aviation,0.0136451
France,2022-05-02,Power,0.0959418
France,2022-05-02,Residential,0.353065
Germany,2022-05-02,Domestic Aviation,0.00302477
France,2022-05-02,Industry,0.150267
China,2022-05-02,Industry,6.84938
Germany,2022-05-02,Ground Transport,0.375734
India,2022-05-02,International Aviation,0.0092453
India,2022-05-02,Industry,2.21191
India,2022-05-02,Ground Transport,0.830353
India,2022-05-02,Domestic Aviation,0.0120482
India,2022-05-02,Power,3.88688
Germany,2022-05-02,Power,0.372776
Germany,2022-05-02,International Aviation,0.0216553
Germany,2022-05-02,Industry,0.202895
Germany,2022-05-02,Residential,0.640879
Germany,2022-05-03,Domestic Aviation,0.00346153
India,2022-05-03,Industry,2.17066
India,2022-05-03,Ground Transport,0.829329
India,2022-05-03,Domestic Aviation,0.0179351
Germany,2022-05-03,Residential,0.736743
Germany,2022-05-03,Power,0.869415
Germany,2022-05-03,International Aviation,0.0235879
Germany,2022-05-03,Industry,0.365656
Germany,2022-05-03,Ground Transport,0.390004
France,2022-05-03,Residential,0.338776
China,2022-05-03,Domestic Aviation,0.107951
France,2022-05-03,International Aviation,0.0165282
France,2022-05-03,Industry,0.145823
France,2022-05-03,Ground Transport,0.323739
France,2022-05-03,Domestic Aviation,0.00580572
China,2022-05-03,Residential,2.59804
China,2022-05-03,Power,13.4411
China,2022-05-03,International Aviation,0.0210621
China,2022-05-03,Industry,11.603
China,2022-05-03,Ground Transport,2.56487
India,2022-05-03,International Aviation,0.00998215
France,2022-05-03,Power,0.0936781
India,2022-05-03,Power,3.97735
Russia,2022-05-03,Power,2.61225
Japan,2022-05-03,Domestic Aviation,0.0180592
India,2022-05-03,Residential,0.382002
United States,2022-05-03,Power,2.98708
United States,2022-05-03,International Aviation,0.170539
United States,2022-05-03,Industry,2.44885
United States,2022-05-03,Ground Transport,4.40019
United States,2022-05-03,Domestic Aviation,0.411674
United Kingdom,2022-05-03,Residential,0.342816
United Kingdom,2022-05-03,Power,0.171609
United Kingdom,2022-05-03,International Aviation,0.0267185
United Kingdom,2022-05-03,Industry,0.157642
United Kingdom,2022-05-03,Ground Transport,0.322563
United States,2022-05-03,Residential,1.99034
Russia,2022-05-03,Residential,0.738191
United Kingdom,2022-05-03,Domestic Aviation,0.00358437
Japan,2022-05-03,Industry,0.742894
Japan,2022-05-03,International Aviation,0.0124448
Japan,2022-05-03,Power,1.36544
Japan,2022-05-03,Residential,0.467053
Japan,2022-05-03,Ground Transport,0.485828
Russia,2022-05-03,Ground Transport,0.690304
Russia,2022-05-03,Industry,0.845913
Russia,2022-05-03,International Aviation,0.00643785
Russia,2022-05-03,Domestic Aviation,0.0381813
Russia,2022-05-04,Residential,0.565293
Japan,2022-05-04,International Aviation,0.0120658
Japan,2022-05-04,Power,1.29638
Japan,2022-05-04,Residential,0.306623
Russia,2022-05-04,Domestic Aviation,0.0304645
Russia,2022-05-04,Ground Transport,0.683193
Russia,2022-05-04,Industry,0.883863
Japan,2022-05-04,Industry,0.790622
Russia,2022-05-04,International Aviation,0.00200863
Russia,2022-05-04,Power,2.3844
United Kingdom,2022-05-04,Domestic Aviation,0.0066809
United Kingdom,2022-05-04,Residential,0.246953
United Kingdom,2022-05-04,Industry,0.119692
United Kingdom,2022-05-04,International Aviation,0.0307527
United Kingdom,2022-05-04,Power,0.148785
United States,2022-05-04,Domestic Aviation,0.41208
United States,2022-05-04,Ground Transport,4.58008
United States,2022-05-04,Industry,3.06445
United States,2022-05-04,International Aviation,0.164676
United States,2022-05-04,Power,3.81188
United States,2022-05-04,Residential,1.50476
Japan,2022-05-04,Ground Transport,0.490495
United Kingdom,2022-05-04,Ground Transport,0.33532
Japan,2022-05-04,Domestic Aviation,0.0202947
India,2022-05-04,Residential,0.311354
India,2022-05-04,Power,4.32615
China,2022-05-04,Domestic Aviation,0.0366377
China,2022-05-04,Ground Transport,2.28182
China,2022-05-04,Industry,12.2017
China,2022-05-04,International Aviation,0.0199634
China,2022-05-04,Power,11.5542
China,2022-05-04,Residential,1.90812
France,2022-05-04,Ground Transport,0.352286
France,2022-05-04,Industry,0.221662
France,2022-05-04,International Aviation,0.0164136
France,2022-05-04,Power,0.113563
France,2022-05-04,Domestic Aviation,0.00500525
Germany,2022-05-04,Domestic Aviation,0.00535651
France,2022-05-04,Residential,0.276831
India,2022-05-04,Industry,2.08806
India,2022-05-04,Ground Transport,0.826294
India,2022-05-04,Domestic Aviation,0.0162479
Germany,2022-05-04,Residential,0.500551
India,2022-05-04,International Aviation,0.00964127
Germany,2022-05-04,International Aviation,0.0237873
Germany,2022-05-04,Industry,0.352822
Germany,2022-05-04,Ground Transport,0.445114
Germany,2022-05-04,Power,0.736128
Russia,2022-05-05,Power,1.94038
Japan,2022-05-05,Ground Transport,0.426429
Japan,2022-05-05,Industry,0.441148
Japan,2022-05-05,International Aviation,0.0110492
Japan,2022-05-05,Power,0.767041
Japan,2022-05-05,Residential,0.135676
Russia,2022-05-05,Domestic Aviation,0.0397233
Russia,2022-05-05,Ground Transport,0.673853
Russia,2022-05-05,Industry,0.806545
Russia,2022-05-05,International Aviation,0.00304611
United States,2022-05-05,Residential,1.1655
United States,2022-05-05,Power,4.25674
United Kingdom,2022-05-05,Ground Transport,0.343441
United Kingdom,2022-05-05,Industry,0.219331
United Kingdom,2022-05-05,International Aviation,0.0337452
United Kingdom,2022-05-05,Power,0.274631
United Kingdom,2022-05-05,Residential,0.203942
United States,2022-05-05,Domestic Aviation,0.430493
United States,2022-05-05,Ground Transport,4.72059
United States,2022-05-05,Industry,2.96797
United States,2022-05-05,International Aviation,0.178842
Japan,2022-05-05,Domestic Aviation,0.0260975
United Kingdom,2022-05-05,Domestic Aviation,0.00744757
India,2022-05-05,Residential,0.297496
Russia,2022-05-05,Residential,0.41589
India,2022-05-05,Power,4.17666
China,2022-05-05,Domestic Aviation,0.0529003
China,2022-05-05,Ground Transport,2.20279
China,2022-05-05,Industry,11.9857
China,2022-05-05,International Aviation,0.0192988
China,2022-05-05,Power,11.0392
China,2022-05-05,Residential,1.3869
France,2022-05-05,Ground Transport,0.353027
France,2022-05-05,Industry,0.214161
France,2022-05-05,International Aviation,0.0190594
France,2022-05-05,Power,0.0915403
France,2022-05-05,Domestic Aviation,0.0058975
Germany,2022-05-05,Domestic Aviation,0.00593768
Germany,2022-05-05,Ground Transport,0.448346
Germany,2022-05-05,Industry,0.44709
Germany,2022-05-05,International Aviation,0.0291616
India,2022-05-05,International Aviation,0.0113623
Germany,2022-05-05,Power,0.756763
Germany,2022-05-05,Residential,0.293774
India,2022-05-05,Domestic Aviation,0.0184246
India,2022-05-05,Ground Transport,0.809058
India,2022-05-05,Industry,2.13361
France,2022-05-05,Residential,0.185203
Germany,2022-05-06,International Aviation,0.0304415
Germany,2022-05-06,Power,0.492078
Germany,2022-05-06,Residential,0.0904162
India,2022-05-06,Power,4.0885
India,2022-05-06,Ground Transport,0.72704
India,2022-05-06,Industry,2.1732
India,2022-05-06,International Aviation,0.0122493
Germany,2022-05-06,Industry,0.270158
India,2022-05-06,Domestic Aviation,0.0188312
Germany,2022-05-06,Ground Transport,0.311543
China,2022-05-06,Industry,11.3199
France,2022-05-06,Residential,0.102128
France,2022-05-06,Power,0.0355003
France,2022-05-06,International Aviation,0.0212641
France,2022-05-06,Industry,0.104567
France,2022-05-06,Ground Transport,0.248923
France,2022-05-06,Domestic Aviation,0.00560363
China,2022-05-06,Residential,1.42248
China,2022-05-06,Power,11.8277
China,2022-05-06,International Aviation,0.0236795
India,2022-05-06,Residential,0.279091
Germany,2022-05-06,Domestic Aviation,0.00325004
Japan,2022-05-06,Domestic Aviation,0.0229405
Russia,2022-05-06,Power,1.70669
Japan,2022-05-06,Ground Transport,0.459117
United States,2022-05-06,Residential,0.958927
United States,2022-05-06,Power,4.05847
United States,2022-05-06,International Aviation,0.195951
United States,2022-05-06,Industry,2.33287
United States,2022-05-06,Ground Transport,3.31842
United States,2022-05-06,Domestic Aviation,0.377711
United Kingdom,2022-05-06,Residential,0.227921
United Kingdom,2022-05-06,Power,0.155211
United Kingdom,2022-05-06,International Aviation,0.03835
United Kingdom,2022-05-06,Industry,0.140118
United Kingdom,2022-05-06,Ground Transport,0.264972
United Kingdom,2022-05-06,Domestic Aviation,0.00490457
Russia,2022-05-06,Residential,0.195484
Russia,2022-05-06,International Aviation,0.00388956
Russia,2022-05-06,Industry,0.798586
Russia,2022-05-06,Ground Transport,0.41418
Russia,2022-05-06,Domestic Aviation,0.053024
Japan,2022-05-06,Residential,0.145155
Japan,2022-05-06,Power,1.03713
Japan,2022-05-06,International Aviation,0.0128332
Japan,2022-05-06,Industry,0.580567
China,2022-05-06,Ground Transport,2.20261
China,2022-05-06,Domestic Aviation,0.0884564
United States,2022-05-07,Power,5.08411
India,2022-05-07,Power,3.83488
India,2022-05-07,International Aviation,0.0122782
India,2022-05-07,Industry,2.23991
India,2022-05-07,Ground Transport,0.830976
India,2022-05-07,Domestic Aviation,0.0171118
Germany,2022-05-07,Residential,0.0884523
Germany,2022-05-07,Power,0.74732
Germany,2022-05-07,International Aviation,0.0306577
Germany,2022-05-07,Industry,0.340792
Germany,2022-05-07,Ground Transport,0.438364
China,2022-05-07,Domestic Aviation,0.139084
Germany,2022-05-07,Domestic Aviation,0.00471672
France,2022-05-07,Power,0.0717581
France,2022-05-07,International Aviation,0.0231844
France,2022-05-07,Industry,0.146607
France,2022-05-07,Ground Transport,0.349753
France,2022-05-07,Domestic Aviation,0.00746816
China,2022-05-07,Residential,1.32639
China,2022-05-07,Power,14.8184
China,2022-05-07,International Aviation,0.0227701
China,2022-05-07,Industry,10.2929
France,2022-05-07,Residential,0.0915699
United States,2022-05-07,Residential,0.892894
India,2022-05-07,Residential,0.257262
Japan,2022-05-07,Ground Transport,0.497319
United States,2022-05-07,International Aviation,0.191367
United States,2022-05-07,Industry,2.3741
United States,2022-05-07,Ground Transport,4.02869
United States,2022-05-07,Domestic Aviation,0.382569
United Kingdom,2022-05-07,Residential,0.15483
United Kingdom,2022-05-07,Power,0.227109
United Kingdom,2022-05-07,International Aviation,0.0395324
United Kingdom,2022-05-07,Industry,0.165149
United Kingdom,2022-05-07,Ground Transport,0.334497
Japan,2022-05-07,Domestic Aviation,0.0236729
United Kingdom,2022-05-07,Domestic Aviation,0.00670786
Russia,2022-05-07,Power,1.82324
Russia,2022-05-07,International Aviation,0.00475573
Russia,2022-05-07,Industry,0.801493
Russia,2022-05-07,Ground Transport,0.669772
Russia,2022-05-07,Domestic Aviation,0.0602934
Japan,2022-05-07,Residential,0.113422
Japan,2022-05-07,Power,1.64177
Japan,2022-05-07,International Aviation,0.0123385
Japan,2022-05-07,Industry,0.745866
Russia,2022-05-07,Residential,0.121923
China,2022-05-07,Ground Transport,2.50826
United States,2022-05-08,Power,6.38028
United States,2022-05-08,Residential,0.890933
China,2022-05-08,Ground Transport,2.48628
Germany,2022-05-08,Domestic Aviation,0.00460704
India,2022-05-08,International Aviation,0.0137251
India,2022-05-08,Industry,2.08947
India,2022-05-08,Domestic Aviation,0.0173844
Germany,2022-05-08,Residential,0.0811192
Germany,2022-05-08,Power,0.704617
Germany,2022-05-08,International Aviation,0.0332389
Germany,2022-05-08,Industry,0.311229
Germany,2022-05-08,Ground Transport,0.425056
France,2022-05-08,Residential,0.0860705
France,2022-05-08,Power,0.0693219
France,2022-05-08,International Aviation,0.0222474
France,2022-05-08,Industry,0.124087
France,2022-05-08,Ground Transport,0.305855
France,2022-05-08,Domestic Aviation,0.0078095
China,2022-05-08,Residential,1.32266
China,2022-05-08,Power,18.1481
China,2022-05-08,International Aviation,0.0225292
China,2022-05-08,Industry,11.8564
China,2022-05-08,Domestic Aviation,0.166385
India,2022-05-08,Power,3.6627
India,2022-05-08,Residential,0.259873
India,2022-05-08,Ground Transport,0.846033
Japan,2022-05-08,Ground Transport,0.506934
United States,2022-05-08,International Aviation,0.192558
United States,2022-05-08,Industry,3.10023
United States,2022-05-08,Ground Transport,4.36752
United States,2022-05-08,Domestic Aviation,0.42916
United Kingdom,2022-05-08,Residential,0.157376
United Kingdom,2022-05-08,Power,0.226201
Japan,2022-05-08,Domestic Aviation,0.0266592
United Kingdom,2022-05-08,Industry,0.160545
United Kingdom,2022-05-08,Ground Transport,0.334775
United Kingdom,2022-05-08,Domestic Aviation,0.00760617
Russia,2022-05-08,Residential,0.105512
United Kingdom,2022-05-08,International Aviation,0.038946
Russia,2022-05-08,Power,2.0855
Japan,2022-05-08,International Aviation,0.01457
Japan,2022-05-08,Power,1.56329
Japan,2022-05-08,Residential,0.113573
Japan,2022-05-08,Industry,0.666276
Russia,2022-05-08,Ground Transport,0.661034
Russia,2022-05-08,Industry,0.865994
Russia,2022-05-08,International Aviation,0.00494833
Russia,2022-05-08,Domestic Aviation,0.0659414
Russia,2022-05-09,International Aviation,0.00509702
Japan,2022-05-09,Domestic Aviation,0.0238421
Japan,2022-05-09,Ground Transport,0.496704
Japan,2022-05-09,Industry,0.839168
Japan,2022-05-09,International Aviation,0.0110111
Japan,2022-05-09,Power,1.57143
Japan,2022-05-09,Residential,0.117072
Russia,2022-05-09,Domestic Aviation,0.0659955
Russia,2022-05-09,Ground Transport,0.670781
Russia,2022-05-09,Industry,0.838929
Russia,2022-05-09,Power,1.96918
United States,2022-05-09,International Aviation,0.19872
United Kingdom,2022-05-09,Domestic Aviation,0.00704955
United Kingdom,2022-05-09,Ground Transport,0.330208
United Kingdom,2022-05-09,Industry,0.166189
United Kingdom,2022-05-09,International Aviation,0.0383605
United Kingdom,2022-05-09,Power,0.213641
United Kingdom,2022-05-09,Residential,0.111898
United States,2022-05-09,Domestic Aviation,0.388293
United States,2022-05-09,Ground Transport,2.82552
United States,2022-05-09,Industry,3.04221
India,2022-05-09,Residential,0.282495
Russia,2022-05-09,Residential,0.319001
India,2022-05-09,Power,3.94952
United States,2022-05-09,Power,5.08343
India,2022-05-09,Industry,2.31071
United States,2022-05-09,Residential,0.924817
China,2022-05-09,Domestic Aviation,0.0673621
China,2022-05-09,Ground Transport,2.4437
China,2022-05-09,Industry,12.4486
China,2022-05-09,International Aviation,0.0194335
China,2022-05-09,Power,14.4311
China,2022-05-09,Residential,1.44097
France,2022-05-09,Domestic Aviation,0.00599867
France,2022-05-09,Ground Transport,0.345726
France,2022-05-09,Industry,0.196332
France,2022-05-09,International Aviation,0.0221236
France,2022-05-09,Power,0.0853579
France,2022-05-09,Residential,0.0879601
Germany,2022-05-09,Domestic Aviation,0.00517543
Germany,2022-05-09,Ground Transport,0.434173
Germany,2022-05-09,Industry,0.372104
Germany,2022-05-09,International Aviation,0.0321723
Germany,2022-05-09,Power,0.733605
Germany,2022-05-09,Residential,0.0740495
India,2022-05-09,Domestic Aviation,0.0173309
India,2022-05-09,Ground Transport,0.83492
India,2022-05-09,International Aviation,0.012164
China,2022-05-10,Domestic Aviation,0.0945524
Japan,2022-05-10,Ground Transport,0.501938
United States,2022-05-10,Residential,1.11229
India,2022-05-10,International Aviation,0.0126859
India,2022-05-10,Industry,2.02663
India,2022-05-10,Ground Transport,0.738579
India,2022-05-10,Domestic Aviation,0.018271
Germany,2022-05-10,Residential,0.228507
Germany,2022-05-10,Power,0.492649
Germany,2022-05-10,International Aviation,0.0311163
Germany,2022-05-10,Industry,0.259543
Germany,2022-05-10,Domestic Aviation,0.00569922
India,2022-05-10,Power,3.43551
France,2022-05-10,Residential,0.12647
France,2022-05-10,International Aviation,0.0192684
France,2022-05-10,Industry,0.119538
France,2022-05-10,Ground Transport,0.353275
